WALWORTH | WISCONSIN
WOOD | WEST VIRGINIA
ESSEX | MASSACHUSETTS
ESSEX | NEW JERSEY
ESSEX | VIRGINIA
WALTHALL | MISSISSIPPI
KNOX | MAINE
KNOX | NEBRASKA
KNOX | TENNESSEE
KNOX | TEXAS
OTSEGO | MICHIGAN
GILES | TENNESSEE
GILES | VIRGINIA
FLUVANNA | VIRGINIA
RICHMOND | VIRGINIA
VALENCIA | NEW MEXICO
GOSHEN | WYOMING
CHARLOTTE | VIRGINIA
LOVING | TEXAS
SANDOVAL | NEW MEXICO
ZAPATA | TEXAS
LOS ALAMOS | NEW MEXICO
MCCULLOCH | TEXAS
MARTINSVILLE CITY | VIRGINIA
HAMILTON | NEBRASKA
HAMILTON | TENNESSEE
HAMILTON | TEXAS
GALLATIN | MONTANA
HOUGHTON | MICHIGAN
NANCE | NEBRASKA
PEARL RIVER | MISSISSIPPI
ARMSTRONG | TEXAS
TISHOMINGO | MISSISSIPPI
Year: 1998 transformed
2057 Counties

ST. MARY | LOUISIANA
WALWORTH | SOUTH DAKOTA
POTTAWATTAMIE | IOWA
KAY | OKLAHOMA
CAMERON | LOUISIANA
WELD | COLORADO
MORTON | KANSAS
LANCASTER | SOUTH CAROLINA
CHRISTIAN | ILLINOIS
CHRISTIAN | KENTUCKY
BUCHANAN | IOWA
FAYETTE | ALABAMA
FAYETTE | GEORGIA
FAYETTE | ILLINOIS
FAYETTE | IOWA
FAYETTE | KENTUCKY
OURAY | COLORADO
ST. JAMES | LOUISIANA
DEWEY | OKLAHOMA
DEWEY | SOUTH DAKOTA
RENO | KANSAS
OWSLEY | KENTUCKY
DESOTO | LOUISIANA
CARROLL | ARKANSAS
CARROLL | GEORGIA
CARROLL | ILLINOIS
CARROLL | IOWA
CARROLL | KENTUCKY
CARROLL | NEW HAMPSHIRE
OLDHAM | KENTUCKY
CASS | ILLINOIS
CASS | IOWA
STANTON | KANSAS
SAGUACHE | COLORADO
PIATT | ILLINOIS
BARTON | KANSAS
LOGAN | ARKANSAS
LOGAN | COLORADO
LOGAN | ILLINOIS
LOGAN | KANSAS
LOGAN | KENTUCKY
LOGAN | OKLAHOMA
RUSSELL | ALABAMA
RUSSELL | KANSAS
RUSSELL | KENTUCKY
MOULTRIE | ILLINOIS
BARBER | KANSAS
MCCOOK | SOUTH DAKOTA
WOODWARD | OKLAHOMA
ROUTT | COLORADO
KENTON | KENTUCKY
GARRARD | KENTUCKY
EVANS | GEORGIA
CERRO GORDO | IOWA
SEARCY | ARKANSAS
TALIAFERRO | GEORGIA
ALAMOSA | COLORADO
TILLMAN | OKLAHOMA
MINNEHAHA | SOUTH DAKOTA
JEFFERSON | ALABAMA
JEFFERSON | ARKANSAS
JEFFERSON | COLORADO
JEFFERSON | GEORGIA
JEFFERSON | IDAHO
JEFFERSON | ILLINOIS
JEFFERSON | IOWA
JEFFERSON | KANSAS
JEFFERSON | KENTUCKY
JEFFERSON | LOUISIANA
JEFFERSON | OKLAHOMA
JEFFERSON | OREGON
HUERFANO | COLORADO
LASALLE | ILLINOIS
SHANNON | SOUTH DAKOTA
BUTTE | IDAHO
BUTTE | SOUTH DAKOTA
LATAH | IDAHO
EDGAR | ILLINOIS
NOWATA | OKLAHOMA
STEPHENSON | ILLINOIS
HORRY | SOUTH CAROLINA
ALLAMAKEE | IOWA
WATAUGA | NORTH CAROLINA
WEBSTER | GEORGIA
WEBSTER | IOWA
WEBSTER | KENTUCKY
WEBSTER | LOUISIANA
RANDOLPH | ALABAMA
RANDOLPH | ARKANSAS
RANDOLPH | GEORGIA
RANDOLPH | ILLINOIS
RANDOLPH | NORTH CAROLINA
GILMER | GEORGIA
SEBASTIAN | ARKANSAS
ST. BERNARD | LOUISIANA
BUFFALO | SOUTH DAKOTA
HALE | ALABAMA
GARFIELD | COLORADO
GARFIELD | OKLAHOMA
CABARRUS | NORTH CAROLINA
COSTILLA | COLORADO
BRYAN | GEORGIA
BRYAN | OKLAHOMA
TRANSYLVANIA | NORTH CAROLINA
MOBILE | ALABAMA
LEAVENWORTH | KANSAS
WEST FELICIANA | LOUISIANA
CLARK | ARKANSAS
CLARK | IDAHO
CLARK | ILLINOIS
CLARK | KANSAS
CLARK | KENTUCKY
CLARK | SOUTH DAKOTA
BENEWAH | IDAHO
HARRIS | GEORGIA
YAMHILL | OREGON
DAVIDSON | NORTH CAROLINA
LETCHER | KENTUCKY
MASON | ILLINOIS
MASON | KENTUCKY
SALINE | ARKANSAS
SALINE | ILLINOIS
SALINE | KANSAS
GREENWOOD | KANSAS
GREENWOOD | SOUTH CAROLINA
HALL | GEORGIA
MINERAL | COLORADO
HOPKINS | KENTUCKY
ASSUMPTION | LOUISIANA
DOUGLAS | COLORADO
DOUGLAS | GEORGIA
DOUGLAS | ILLINOIS
DOUGLAS | KANSAS
DOUGLAS | OREGON
DOUGLAS | SOUTH DAKOTA
MUSCATINE | IOWA
RICHLAND | ILLINOIS
RICHLAND | LOUISIANA
RICHLAND | SOUTH CAROLINA
BON HOMME | SOUTH DAKOTA
BRECKINRIDGE | KENTUCKY
MADISON | ALABAMA
MADISON | ARKANSAS
MADISON | GEORGIA
MADISON | IDAHO
MADISON | ILLINOIS
MADISON | IOWA
MADISON | KENTUCKY
MADISON | LOUISIANA
MADISON | NORTH CAROLINA
OKFUSKEE | OKLAHOMA
HARDIN | ILLINOIS
HARDIN | IOWA
HARDIN | KENTUCKY
BREMER | IOWA
WALLACE | KANSAS
STONE | ARKANSAS
MERIWETHER | GEORGIA
TYRRELL | NORTH CAROLINA
TERRELL | GEORGIA
GRANVILLE | NORTH CAROLINA
JESSAMINE | KENTUCKY
FAULK | SOUTH DAKOTA
BINGHAM | IDAHO
ROBESON | NORTH CAROLINA
LAFOURCHE | LOUISIANA
CLEARWATER | IDAHO
GREENE | ALABAMA
GREENE | ARKANSAS
GREENE | GEORGIA
GREENE | ILLINOIS
GREENE | IOWA
GREENE | NORTH CAROLINA
GEARY | KANSAS
PUTNAM | GEORGIA
PUTNAM | ILLINOIS
ESTILL | KENTUCKY
TULSA | OKLAHOMA
ROBERTS | SOUTH DAKOTA
SHERIDAN | KANSAS
IDA | IOWA
LARUE | KENTUCKY
FLORENCE | SOUTH CAROLINA
JENKINS | GEORGIA
DEUEL | SOUTH DAKOTA
STEWART | GEORGIA
CRAWFORD | ARKANSAS
CRAWFORD | GEORGIA
CRAWFORD | ILLINOIS
CRAWFORD | IOWA
CRAWFORD | KANSAS
DURHAM | NORTH CAROLINA
LYON | IOWA
LYON | KANSAS
LYON | KENTUCKY
SPINK | SOUTH DAKOTA
FLEMING | KENTUCKY
STEPHENS | GEORGIA
STEPHENS | OKLAHOMA
GASTON | NORTH CAROLINA
COOS | NEW HAMPSHIRE
COOS | OREGON
BLOUNT | ALABAMA
DARE | NORTH CAROLINA
JEROME | IDAHO
BOUNDARY | IDAHO
NATCHITOCHES | LOUISIANA
ASCENSION | LOUISIANA
PEACH | GEORGIA
CHATTOOGA | GEORGIA
CAMPBELL | KENTUCKY
CAMPBELL | SOUTH DAKOTA
CARTERET | NORTH CAROLINA
EDWARDS | ILLINOIS
EDWARDS | KANSAS
DOOLY | GEORGIA
BOSSIER | LOUISIANA
BLAINE | IDAHO
BLAINE | OKLAHOMA
LA SALLE | LOUISIANA
LYMAN | SOUTH DAKOTA
HUTCHINSON | SOUTH DAKOTA
DARLINGTON | SOUTH CAROLINA
LARIMER | COLORADO
ORANGEBURG | SOUTH CAROLINA
CLARKE | ALABAMA
CLARKE | GEORGIA
CLARKE | IOWA
AVOYELLES | LOUISIANA
CATOOSA | GEORGIA
WILLIAMSON | ILLINOIS
MONTROSE | COLORADO
MACOUPIN | ILLINOIS
OWEN | KENTUCKY
COOK | GEORGIA
COOK | ILLINOIS
ASHE | NORTH CAROLINA
ONSLOW | NORTH CAROLINA
YELL | ARKANSAS
NEWBERRY | SOUTH CAROLINA
GREELEY | KANSAS
MAJOR | OKLAHOMA
EAST CARROLL | LOUISIANA
DISTRICT OF COLUMBIA | z_NA
NEZ PERCE | IDAHO
KINGSBURY | SOUTH DAKOTA
SHARP | ARKANSAS
OSAGE | KANSAS
OSAGE | OKLAHOMA
MCCREARY | KENTUCKY
ADAIR | IOWA
ADAIR | KENTUCKY
ADAIR | OKLAHOMA
HOWARD | ARKANSAS
HOWARD | IOWA
SEMINOLE | GEORGIA
SEMINOLE | OKLAHOMA
LAMAR | ALABAMA
LAMAR | GEORGIA
EDGEFIELD | SOUTH CAROLINA
DENVER | COLORADO
CRENSHAW | ALABAMA
TELFAIR | GEORGIA
ELBERT | COLORADO
ELBERT | GEORGIA
ATOKA | OKLAHOMA
HANCOCK | GEORGIA
HANCOCK | ILLINOIS
HANCOCK | IOWA
HANCOCK | KENTUCKY
POTTER | SOUTH DAKOTA
IBERVILLE | LOUISIANA
IREDELL | NORTH CAROLINA
BRULE | SOUTH DAKOTA
BEAUFORT | NORTH CAROLINA
BEAUFORT | SOUTH CAROLINA
WABASH | ILLINOIS
FORSYTH | GEORGIA
FORSYTH | NORTH CAROLINA
BEAUREGARD | LOUISIANA
OKMULGEE | OKLAHOMA
WALLOWA | OREGON
GREEN | KENTUCKY
NEOSHO | KANSAS
LENOIR | NORTH CAROLINA
SPARTANBURG | SOUTH CAROLINA
TODD | KENTUCKY
TODD | SOUTH DAKOTA
CRAIG | OKLAHOMA
GREER | OKLAHOMA
KNOTT | KENTUCKY
WRIGHT | IOWA
SULLIVAN | NEW HAMPSHIRE
FANNIN | GEORGIA
CLAIBORNE | LOUISIANA
LOVE | OKLAHOMA
CLINTON | ILLINOIS
CLINTON | IOWA
CLINTON | KENTUCKY
BAMBERG | SOUTH CAROLINA
DELAWARE | IOWA
DELAWARE | OKLAHOMA
COLLETON | SOUTH CAROLINA
PULASKI | ARKANSAS
PULASKI | GEORGIA
PULASKI | ILLINOIS
PULASKI | KENTUCKY
LESLIE | KENTUCKY
BARROW | GEORGIA
DOUGHERTY | GEORGIA
BRADLEY | ARKANSAS
BENTON | ARKANSAS
BENTON | IOWA
BENTON | OREGON
CADDO | LOUISIANA
CADDO | OKLAHOMA
HAAKON | SOUTH DAKOTA
CHATHAM | GEORGIA
CHATHAM | NORTH CAROLINA
KEOKUK | IOWA
PARK | COLORADO
MOORE | NORTH CAROLINA
LA PLATA | COLORADO
MONTGOMERY | ALABAMA
MONTGOMERY | ARKANSAS
MONTGOMERY | GEORGIA
MONTGOMERY | ILLINOIS
MONTGOMERY | IOWA
MONTGOMERY | KANSAS
MONTGOMERY | KENTUCKY
MONTGOMERY | NORTH CAROLINA
PUSHMATAHA | OKLAHOMA
BACON | GEORGIA
MULTNOMAH | OREGON
HICKMAN | KENTUCKY
GUILFORD | NORTH CAROLINA
DE WITT | ILLINOIS
BROWN | ILLINOIS
BROWN | KANSAS
BROWN | SOUTH DAKOTA
MORRIS | KANSAS
BEADLE | SOUTH DAKOTA
CONECUH | ALABAMA
BANKS | GEORGIA
AVERY | NORTH CAROLINA
BONNER | IDAHO
ROCKCASTLE | KENTUCKY
PERSON | NORTH CAROLINA
TWIN FALLS | IDAHO
CUMBERLAND | ILLINOIS
CUMBERLAND | KENTUCKY
CUMBERLAND | NORTH CAROLINA
RIO BLANCO | COLORADO
PAGE | IOWA
GRAVES | KENTUCKY
ST. FRANCIS | ARKANSAS
ST. TAMMANY | LOUISIANA
FULTON | ARKANSAS
FULTON | GEORGIA
FULTON | ILLINOIS
FULTON | KENTUCKY
PALO ALTO | IOWA
WASHITA | OKLAHOMA
OGLE | ILLINOIS
SHELBY | ALABAMA
SHELBY | ILLINOIS
SHELBY | IOWA
SHELBY | KENTUCKY
PENDLETON | KENTUCKY
DUPLIN | NORTH CAROLINA
SUMNER | KANSAS
OSCEOLA | IOWA
BIENVILLE | LOUISIANA
WARREN | GEORGIA
WARREN | ILLINOIS
WARREN | IOWA
WARREN | KENTUCKY
WARREN | NORTH CAROLINA
OCONEE | GEORGIA
OCONEE | SOUTH CAROLINA
ASHLEY | ARKANSAS
FORD | ILLINOIS
FORD | KANSAS
MORROW | OREGON
DAVIS | IOWA
PHILLIPS | ARKANSAS
PHILLIPS | COLORADO
PHILLIPS | KANSAS
AUDUBON | IOWA
BOYD | KENTUCKY
CALHOUN | ALABAMA
CALHOUN | ARKANSAS
CALHOUN | GEORGIA
CALHOUN | ILLINOIS
CALHOUN | IOWA
CALHOUN | SOUTH CAROLINA
MURRAY | GEORGIA
MURRAY | OKLAHOMA
CAMDEN | GEORGIA
CAMDEN | NORTH CAROLINA
ST. LANDRY | LOUISIANA
WEST CARROLL | LOUISIANA
KANE | ILLINOIS
HODGEMAN | KANSAS
LANE | KANSAS
LANE | OREGON
GEM | IDAHO
LAFAYETTE | ARKANSAS
LAFAYETTE | LOUISIANA
SEVIER | ARKANSAS
TALLAPOOSA | ALABAMA
APPANOOSE | IOWA
GRAND | COLORADO
CLEAR CREEK | COLORADO
BERRIEN | GEORGIA
CHOCTAW | ALABAMA
CHOCTAW | OKLAHOMA
PASQUOTANK | NORTH CAROLINA
ADA | IDAHO
WAGONER | OKLAHOMA
RUTHERFORD | NORTH CAROLINA
EVANGELINE | LOUISIANA
WHITESIDE | ILLINOIS
SUMMIT | COLORADO
ARKANSAS | ARKANSAS
PERRY | ALABAMA
PERRY | ARKANSAS
PERRY | ILLINOIS
PERRY | KENTUCKY
HARLAN | KENTUCKY
LATIMER | OKLAHOMA
CLAYTON | GEORGIA
CLAYTON | IOWA
CASWELL | NORTH CAROLINA
IROQUOIS | ILLINOIS
BIBB | ALABAMA
BIBB | GEORGIA
MAYES | OKLAHOMA
ELLIOTT | KENTUCKY
ALEXANDER | ILLINOIS
ALEXANDER | NORTH CAROLINA
PUEBLO | COLORADO
MESA | COLORADO
MILLER | ARKANSAS
MILLER | GEORGIA
MISSISSIPPI | ARKANSAS
ROCKDALE | GEORGIA
ROWAN | KENTUCKY
ROWAN | NORTH CAROLINA
SULLY | SOUTH DAKOTA
DES MOINES | IOWA
CHAMBERS | ALABAMA
NEVADA | ARKANSAS
PAMLICO | NORTH CAROLINA
YORK | SOUTH CAROLINA
MIAMI | KANSAS
MARION | ALABAMA
MARION | ARKANSAS
MARION | GEORGIA
MARION | ILLINOIS
MARION | IOWA
MARION | KANSAS
MARION | KENTUCKY
MARION | OREGON
MARION | SOUTH CAROLINA
THOMAS | GEORGIA
THOMAS | KANSAS
SAMPSON | NORTH CAROLINA
MCDUFFIE | GEORGIA
WILKES | GEORGIA
WILKES | NORTH CAROLINA
CREEK | OKLAHOMA
DALLAS | ALABAMA
DALLAS | ARKANSAS
DALLAS | IOWA
GREENVILLE | SOUTH CAROLINA
BARREN | KENTUCKY
MAHASKA | IOWA
WOODSON | KANSAS
DONIPHAN | KANSAS
OUACHITA | ARKANSAS
OUACHITA | LOUISIANA
LITTLE RIVER | ARKANSAS
JASPER | GEORGIA
JASPER | ILLINOIS
JASPER | IOWA
JASPER | SOUTH CAROLINA
SIOUX | IOWA
YANKTON | SOUTH DAKOTA
YANCEY | NORTH CAROLINA
COFFEE | ALABAMA
COFFEE | GEORGIA
LONG | GEORGIA
HASKELL | KANSAS
HASKELL | OKLAHOMA
CORSON | SOUTH DAKOTA
CRITTENDEN | ARKANSAS
CRITTENDEN | KENTUCKY
PONTOTOC | OKLAHOMA
BONNEVILLE | IDAHO
TRIMBLE | KENTUCKY
CONEJOS | COLORADO
DOLORES | COLORADO
HABERSHAM | GEORGIA
VANCE | NORTH CAROLINA
MCDONOUGH | ILLINOIS
ACADIA | LOUISIANA
MCDOWELL | NORTH CAROLINA
GRAHAM | KANSAS
GRAHAM | NORTH CAROLINA
TRIPP | SOUTH DAKOTA
ANSON | NORTH CAROLINA
ORLEANS | LOUISIANA
SCREVEN | GEORGIA
BULLOCH | GEORGIA
HEMPSTEAD | ARKANSAS
TIFT | GEORGIA
HARDING | SOUTH DAKOTA
EAST BATON ROUGE | LOUISIANA
MOODY | SOUTH DAKOTA
PAWNEE | KANSAS
PAWNEE | OKLAHOMA
ABBEVILLE | SOUTH CAROLINA
CHICOT | ARKANSAS
KERSHAW | SOUTH CAROLINA
BUENA VISTA | IOWA
MILLS | IOWA
ST. CLAIR | ALABAMA
ST. CLAIR | ILLINOIS
DICKINSON | IOWA
DICKINSON | KANSAS
SABINE | LOUISIANA
OHIO | KENTUCKY
SWAIN | NORTH CAROLINA
LIBERTY | GEORGIA
TATTNALL | GEORGIA
IRWIN | GEORGIA
JOHNSTON | NORTH CAROLINA
JOHNSTON | OKLAHOMA
LANIER | GEORGIA
CRAIGHEAD | ARKANSAS
DEKALB | ALABAMA
DEKALB | GEORGIA
DEKALB | ILLINOIS
HOUSTON | ALABAMA
HOUSTON | GEORGIA
POLK | ARKANSAS
POLK | GEORGIA
POLK | IOWA
POLK | NORTH CAROLINA
POLK | OREGON
JEWELL | KANSAS
POINSETT | ARKANSAS
FINNEY | KANSAS
CHAUTAUQUA | KANSAS
AUTAUGA | ALABAMA
GATES | NORTH CAROLINA
GRADY | GEORGIA
GRADY | OKLAHOMA
UNION | ARKANSAS
UNION | GEORGIA
UNION | ILLINOIS
UNION | IOWA
UNION | KENTUCKY
UNION | LOUISIANA
UNION | NORTH CAROLINA
UNION | OREGON
UNION | SOUTH CAROLINA
UNION | SOUTH DAKOTA
PENNINGTON | SOUTH DAKOTA
ST. JOHN THE BAPTIST | LOUISIANA
TERREBONNE | LOUISIANA
TETON | IDAHO
BECKHAM | OKLAHOMA
CARIBOU | IDAHO
LUMPKIN | GEORGIA
MONONA | IOWA
GEORGETOWN | SOUTH CAROLINA
INDEPENDENCE | ARKANSAS
BELL | KENTUCKY
SANGAMON | ILLINOIS
CURRITUCK | NORTH CAROLINA
HUMBOLDT | IOWA
RIO GRANDE | COLORADO
JEFF DAVIS | GEORGIA
WHITE | ARKANSAS
WHITE | GEORGIA
WHITE | ILLINOIS
WINN | LOUISIANA
ALFALFA | OKLAHOMA
CHARLTON | GEORGIA
PIKE | ALABAMA
PIKE | ARKANSAS
PIKE | GEORGIA
PIKE | ILLINOIS
PIKE | KENTUCKY
ROGER MILLS | OKLAHOMA
COAL | OKLAHOMA
GOVE | KANSAS
MACON | ALABAMA
MACON | GEORGIA
MACON | ILLINOIS
MACON | NORTH CAROLINA
CANYON | IDAHO
GRUNDY | ILLINOIS
GRUNDY | IOWA
POTTAWATOMIE | KANSAS
POTTAWATOMIE | OKLAHOMA
MOREHOUSE | LOUISIANA
PAYNE | OKLAHOMA
CALDWELL | KENTUCKY
CALDWELL | LOUISIANA
CALDWELL | NORTH CAROLINA
PRATT | KANSAS
COWETA | GEORGIA
BARBOUR | ALABAMA
NEWTON | ARKANSAS
NEWTON | GEORGIA
GILPIN | COLORADO
AIKEN | SOUTH CAROLINA
MONTEZUMA | COLORADO
BROOKS | GEORGIA
WEST BATON ROUGE | LOUISIANA
BOONE | ARKANSAS
BOONE | ILLINOIS
BOONE | IOWA
BOONE | KENTUCKY
DAVIESS | KENTUCKY
STANLY | NORTH CAROLINA
MONROE | ALABAMA
MONROE | ARKANSAS
MONROE | GEORGIA
MONROE | ILLINOIS
MONROE | IOWA
MONROE | KENTUCKY
CHATTAHOOCHEE | GEORGIA
MINIDOKA | IDAHO
HAYWOOD | NORTH CAROLINA
GORDON | GEORGIA
MUSCOGEE | GEORGIA
LINN | IOWA
LINN | KANSAS
LINN | OREGON
UPSON | GEORGIA
WALTON | GEORGIA
SUMTER | ALABAMA
SUMTER | GEORGIA
SUMTER | SOUTH CAROLINA
MCCURTAIN | OKLAHOMA
OTERO | COLORADO
SHERMAN | KANSAS
SHERMAN | OREGON
JACKSON | ALABAMA
JACKSON | ARKANSAS
JACKSON | COLORADO
JACKSON | GEORGIA
JACKSON | ILLINOIS
JACKSON | IOWA
JACKSON | KANSAS
JACKSON | KENTUCKY
JACKSON | LOUISIANA
JACKSON | NORTH CAROLINA
JACKSON | OKLAHOMA
JACKSON | OREGON
JACKSON | SOUTH DAKOTA
PITT | NORTH CAROLINA
STORY | IOWA
ARAPAHOE | COLORADO
MCPHERSON | KANSAS
MCPHERSON | SOUTH DAKOTA
HEARD | GEORGIA
POPE | ARKANSAS
POPE | ILLINOIS
BACA | COLORADO
MARSHALL | ALABAMA
MARSHALL | ILLINOIS
MARSHALL | IOWA
MARSHALL | KANSAS
MARSHALL | KENTUCKY
MARSHALL | OKLAHOMA
MARSHALL | SOUTH DAKOTA
DAVISON | SOUTH DAKOTA
WHEELER | GEORGIA
WHEELER | OREGON
SALUDA | SOUTH CAROLINA
CHICKASAW | IOWA
TILLAMOOK | OREGON
DESHA | ARKANSAS
EDMUNDS | SOUTH DAKOTA
BREATHITT | KENTUCKY
BLECKLEY | GEORGIA
BROOKINGS | SOUTH DAKOTA
ADAMS | COLORADO
ADAMS | IDAHO
ADAMS | ILLINOIS
ADAMS | IOWA
TOWNS | GEORGIA
BUREAU | ILLINOIS
APPLING | GEORGIA
TALBOT | GEORGIA
PERQUIMANS | NORTH CAROLINA
OKLAHOMA | OKLAHOMA
GRANT | ARKANSAS
GRANT | KANSAS
GRANT | KENTUCKY
GRANT | LOUISIANA
GRANT | OKLAHOMA
GRANT | OREGON
GRANT | SOUTH DAKOTA
TUSCALOOSA | ALABAMA
MCCORMICK | SOUTH CAROLINA
WAPELLO | IOWA
POCAHONTAS | IOWA
DADE | GEORGIA
TREGO | KANSAS
HINSDALE | COLORADO
BULLOCK | ALABAMA
HARNETT | NORTH CAROLINA
LAUDERDALE | ALABAMA
BOULDER | COLORADO
EMANUEL | GEORGIA
WORTH | GEORGIA
WORTH | IOWA
DEWITT | TEXAS
GLYNN | GEORGIA
SHAWNEE | KANSAS
LAUREL | KENTUCKY
WAKE | NORTH CAROLINA
WOODS | OKLAHOMA
RICE | KANSAS
ROOKS | KANSAS
HART | GEORGIA
HART | KENTUCKY
SMITH | KANSAS
OSBORNE | KANSAS
KINGFISHER | OKLAHOMA
FAIRFIELD | SOUTH CAROLINA
POWESHIEK | IOWA
JO DAVIESS | ILLINOIS
PEORIA | ILLINOIS
COVINGTON | ALABAMA
PLAQUEMINES | LOUISIANA
HARVEY | KANSAS
TALLADEGA | ALABAMA
EARLY | GEORGIA
COLQUITT | GEORGIA
BARTOW | GEORGIA
NESS | KANSAS
WINNEBAGO | ILLINOIS
WINNEBAGO | IOWA
OBRIEN | IOWA
WOLFE | KENTUCKY
EMMET | IOWA
SAC | IOWA
CHOWAN | NORTH CAROLINA
MASSAC | ILLINOIS
PROWERS | COLORADO
MCCRACKEN | KENTUCKY
PENDER | NORTH CAROLINA
CHARLESTON | SOUTH CAROLINA
WASCO | OREGON
KIT CARSON | COLORADO
BULLITT | KENTUCKY
SPENCER | KENTUCKY
CLAY | ALABAMA
CLAY | ARKANSAS
CLAY | GEORGIA
CLAY | ILLINOIS
CLAY | IOWA
CLAY | KANSAS
CLAY | KENTUCKY
CLAY | NORTH CAROLINA
CLAY | SOUTH DAKOTA
ELLIS | KANSAS
ELLIS | OKLAHOMA
CALCASIEU | LOUISIANA
CLOUD | KANSAS
LIMESTONE | ALABAMA
TOOMBS | GEORGIA
PITTSBURG | OKLAHOMA
SEQUOYAH | OKLAHOMA
ST. HELENA | LOUISIANA
DAY | SOUTH DAKOTA
CHEYENNE | COLORADO
CHEYENNE | KANSAS
WOODFORD | ILLINOIS
WOODFORD | KENTUCKY
BALDWIN | ALABAMA
BALDWIN | GEORGIA
CROWLEY | COLORADO
MCINTOSH | GEORGIA
MCINTOSH | OKLAHOMA
BRANTLEY | GEORGIA
EFFINGHAM | GEORGIA
EFFINGHAM | ILLINOIS
HAMPTON | SOUTH CAROLINA
ARCHULETA | COLORADO
RINGGOLD | IOWA
TROUP | GEORGIA
WILL | ILLINOIS
RABUN | GEORGIA
LINCOLN | ARKANSAS
LINCOLN | COLORADO
LINCOLN | GEORGIA
LINCOLN | IDAHO
LINCOLN | KANSAS
LINCOLN | KENTUCKY
LINCOLN | LOUISIANA
LINCOLN | NORTH CAROLINA
LINCOLN | OKLAHOMA
LINCOLN | OREGON
LINCOLN | SOUTH DAKOTA
SEDGWICK | COLORADO
SEDGWICK | KANSAS
CASEY | KENTUCKY
JERSEY | ILLINOIS
CHAFFEE | COLORADO
MITCHELL | GEORGIA
MITCHELL | IOWA
MITCHELL | KANSAS
MITCHELL | NORTH CAROLINA
COLUMBUS | NORTH CAROLINA
BURKE | GEORGIA
BURKE | NORTH CAROLINA
JEFFERSON DAVIS | LOUISIANA
KANKAKEE | ILLINOIS
CATAWBA | NORTH CAROLINA
YUMA | COLORADO
BEAR LAKE | IDAHO
POWELL | KENTUCKY
SANBORN | SOUTH DAKOTA
CONCORDIA | LOUISIANA
CEDAR | IOWA
ELMORE | ALABAMA
ELMORE | IDAHO
LAURENS | GEORGIA
LAURENS | SOUTH CAROLINA
TENSAS | LOUISIANA
JONES | GEORGIA
JONES | IOWA
JONES | NORTH CAROLINA
JONES | SOUTH DAKOTA
SAN JUAN | COLORADO
NICHOLAS | KENTUCKY
POINTE COUPEE | LOUISIANA
FREMONT | COLORADO
FREMONT | IDAHO
FREMONT | IOWA
PRAIRIE | ARKANSAS
YADKIN | NORTH CAROLINA
HOKE | NORTH CAROLINA
SAN MIGUEL | COLORADO
CHESTERFIELD | SOUTH CAROLINA
TELLER | COLORADO
STRAFFORD | NEW HAMPSHIRE
FLOYD | GEORGIA
FLOYD | IOWA
FLOYD | KENTUCKY
LAKE | COLORADO
LAKE | ILLINOIS
LAKE | OREGON
LAKE | SOUTH DAKOTA
WARE | GEORGIA
GRAYSON | KENTUCKY
SCOTLAND | NORTH CAROLINA
AURORA | SOUTH DAKOTA
ROBERTSON | KENTUCKY
WILSON | KANSAS
WILSON | NORTH CAROLINA
HENDERSON | ILLINOIS
HENDERSON | KENTUCKY
HENDERSON | NORTH CAROLINA
HYDE | NORTH CAROLINA
HYDE | SOUTH DAKOTA
COOSA | ALABAMA
JOHNSON | ARKANSAS
JOHNSON | GEORGIA
JOHNSON | ILLINOIS
JOHNSON | IOWA
JOHNSON | KANSAS
JOHNSON | KENTUCKY
DORCHESTER | SOUTH CAROLINA
STOKES | NORTH CAROLINA
ROCKINGHAM | NEW HAMPSHIRE
ROCKINGHAM | NORTH CAROLINA
IBERIA | LOUISIANA
CODINGTON | SOUTH DAKOTA
CRISP | GEORGIA
GREENUP | KENTUCKY
JOSEPHINE | OREGON
WYANDOTTE | KANSAS
BLADEN | NORTH CAROLINA
COTTON | OKLAHOMA
MENARD | ILLINOIS
CANDLER | GEORGIA
TURNER | GEORGIA
TURNER | SOUTH DAKOTA
BAXTER | ARKANSAS
HENRY | ALABAMA
HENRY | GEORGIA
HENRY | ILLINOIS
HENRY | IOWA
HENRY | KENTUCKY
BARNWELL | SOUTH CAROLINA
FRANKLIN | ALABAMA
FRANKLIN | ARKANSAS
FRANKLIN | GEORGIA
FRANKLIN | IDAHO
FRANKLIN | ILLINOIS
FRANKLIN | IOWA
FRANKLIN | KANSAS
FRANKLIN | KENTUCKY
FRANKLIN | LOUISIANA
FRANKLIN | NORTH CAROLINA
MAGOFFIN | KENTUCKY
NORTON | KANSAS
TAMA | IOWA
WILKINSON | GEORGIA
DELTA | COLORADO
RED RIVER | LOUISIANA
ANDERSON | KANSAS
ANDERSON | KENTUCKY
ANDERSON | SOUTH CAROLINA
GRAFTON | NEW HAMPSHIRE
DREW | ARKANSAS
PICKENS | ALABAMA
PICKENS | GEORGIA
PICKENS | SOUTH CAROLINA
BLACK HAWK | IOWA
FAULKNER | ARKANSAS
LE FLORE | OKLAHOMA
NOBLE | OKLAHOMA
COLBERT | ALABAMA
WINSTON | ALABAMA
SPALDING | GEORGIA
ECHOLS | GEORGIA
MUSKOGEE | OKLAHOMA
SCHLEY | GEORGIA
